PLAYER	RATING
Chessnix 1.3	3220
chessplusplus 1.0.0	2064
chessplusplus 1.2.0	2338
Chessputer revision 7	1158
ChessRikus 1.466	1765
ChessterfieldCL i5a	1984
ChessV 2.2	2110
Chezzz 1.0.3	2417
Chiron 0.8.7	2642
Chiron 1.1a	3008
Chiron 1.5	3018
Chiron 2	3054
Chiron 3.01	3090
Chiron 4	3153
Chiron 5	3222
Chispa 4.0.3	2325
Chronos 1.9.4	2538
Chronos 1.9.5	2628
Chronos 1.9.6	2639
Chronos 1.9.7	2692
Chronos 1.9.8	2747
Chronos 1.9.9	2793
Cicada 0.1	1722
Cilian 4.14	2050
Cinder 0.1.3	3501
Cinder 0.1.4	3522
Cinder 0.2.0	3547
Cinder 0.3.1	3572
Cinder 0.4.1	3590
Cinnamon 1.1c	2082
Cinnamon 1.2a	2104
Cinnamon 1.2b	2119
Cinnamon 2.0	2141
Cinnamon 2.1	2117
Cinnamon 2.2a	2195
Cinnamon 2.3	2324
Cinnamon 2.3.3	2338
Cinnamon 2.4	2459
Cinnamon 2.5	2441
CiorapBot 0.3	2115
Clarabit 1.00	2213
Clarity 2.0.0	2443
Clarity 3.0.0	3113
Clarity 4.0.0	3379
Clarity 4.1.0	3381
Clarity 5.1.0	3420
Clarity 6.0.0	3478
Clarity 7.0.0	3551
Clarity 7.2.0	3556
Clarity 8.0.0	3549
ClassicAra 0.9.0	2595
ClassicAra 0.9.3	2569
ClassicAra 0.9.5.post0	2691
ClassicAra 0.9.9	2585
Claudia 0.5	2041
Claudia 0.5.1	2056
Cleo 1	1714
Clever Girl	2258
Clockwork	3333
Clover 2.3.1	3145
Clover 2.4	3208
Clover 3.0	3268
Clover 3.1	3356
Clover 3.2.1	3393
Clover 3.3	3455
Clover 3.3.1	3447
Clover 4.0	3494
Clover 4.1	3505
Clover 5	3522
Clover 5.0	3514
Clover 6	3541
Clover 6.0	3541
Clover 6.1	3562
Clover 6.2	3574
Clover 7.0	3588
Clover 7.1	3594
Clover 8.0	3595
Clover 8.0.2	3586
Clover 8.1	3588
Clover 8.2	3597
Clover 8.2.1	3606
Clover 8.2.5	3599
Clover 9.0	3618
Clover 9.1	3630
Clovis 1.3	2394
Clovis 1.6	2569
Clovis 1.7	2613
Clovis 1.8	2675
Clovis 2.0	2778
Clovis II	2889
Clovis III	2887
Clownfish 0.1	1706
Clueless 1.4	2021
CM10th Default	2683
CM10th Guardian	2699
CM10th Lazarus	2719
CM10th Magic II	2704
CM10th Ogre	2716
CM10th Paralyse	2706
CM10th Pestilence	2711
CM10th Warrior	2697
CM10th Xperience	2706
CM9000 Assassin	2704
CM9000 Default	2690
CM9000 Enforcer	2711
Cmcchess 2.27	1348
Cmcchess 2.5	1815
Cmcchess 2.6	2464
Coiled 0.1a	1828
Coiled 0.2b	2122
Coiled 0.4	2599
Coiled 0.5	2677
Coiled 0.6	2650
Coiled 1.1	3310
Coiled 1.2	3258
Colossus 2006d	2554
Colossus 2006f	2606
Colossus 2007a	2617
Colossus 2007b	2620
Colossus 2007c	2645
Colossus 2007d	2666
Colossus 2008a	2630
Colossus 2008b	2698
Colossus 2021a	2796
Colossus 2021b	2835
Colossus 2022a	2828
Colossus 2024a	2825
Colossus 2024b	2830
Colossus 2025a	2867
Colossus 2025b	2896
Combusken 1.0.0	2984
Combusken 1.1.0	3051
Combusken 1.1.1	3014
Combusken 1.2.0	3076
Combusken 1.3.0	3111
Combusken 1.3.1	3085
Combusken 1.4.0	3152
Combusken 2.0.0	3275
Comet B50	2468
Comet B68	2464
CookieCat 2012.10.10	1831
Cosette 1.0	1994
Cosette 2.0	2110
Cosette 3.0	2205
Cosette 4.0	2460
Cosette 5.1	2535
Counter 0.8	2416
Counter 1.0	2437
Counter 1.1	2517
Counter 1.2	2525
Counter 1.99	2523
Counter 2.0.1	2605
Counter 2.0.2	2630
Counter 2.1.0	2626
Counter 2.5	2641
Counter 2.6	2684
Counter 2.7	2730
Counter 2.8	2712
Counter 2.9	2759
Counter 3.0	2796
Counter 3.1	2842
Counter 3.2	2882
Counter 3.3	2915
Counter 3.4	2938
Counter 3.5	2971
Counter 3.7	3019
Counter 3.8	3060
Counter 3.9	3115
Counter 4.0	3129
Counter 4.1	3141
Counter 5.0	3299
Counter 5.5	3325
CPP1	783
Crabby 2.0	2191
Crabby 2.0.0	2223
Crafty 18.15	2580
Crafty 19.19	2556
Crafty 20.11	2564
Crafty 20.13	2564
Crafty 20.14	2574
Crafty 21.5	2604
Crafty 21.6	2606
Crafty 22.0	2587
Crafty 22.1	2622
Crafty 22.10	2635
Crafty 22.4	2637
Crafty 22.8	2659
Crafty 23.0	2708
Crafty 23.1	2754
Crafty 23.2	2771
Crafty 23.3	2801
Crafty 23.4	2813
Crafty 23.5	2831
Crafty 23.6	2845
Crafty 23.8	2867
Crafty 24.0	2838
Crafty 24.1	2852
Crafty 25.0	2915
Crafty 25.1	2924
Crafty 25.2	2974
Crafty 25.3	2985
Crafty 25.6	2979
Critter 0.38	2491
Critter 0.40	2636
Critter 0.42	2773
Critter 0.52	2836
Critter 0.52b	2854
Critter 0.60	2887
Critter 0.70	2989
Critter 0.80	3013
Critter 0.90	3079
Critter 1.01	3100
Critter 1.2	3141
Critter 1.4	3146
Critter 1.6	3143
Critter 1.6a	3153
CSTal 2.0	3571
CT800 1.11	2339
CT800 1.12	2311
CT800 1.20	2310
CT800 1.30	2334
CT800 1.31	2309
CT800 1.32	2345
CT800 1.33	2379
CT800 1.34	2392
CT800 1.40	2471
CT800 1.41	2457
CT800 1.42	2526
CT800 1.43	2558
CT800 1.44	2608
CT800 1.45	2789
CT800 1.46	2786
CuckooChess 1.09	2581
CuckooChess 1.10	2558
CuckooChess 1.11	2609
CuckooChess 1.12	2679
CuckooChess 1.13	3062
Cupcake 1.0	2109
Cupcake 1.1a	2129
Cupcake 1.1c	2190
Cwtch 1	2760
Cwtch 2	3225
Cwtch 3	3231
Cwtch 4	3246
CyberPagno 2.1	2313
CyberPagno 2.2	2414
CyberPagno 2.3	2429
CyberPagno 3.0	2567
Cyclone 1.0	2847
Cyclone 2.2	2842
Cyclone 3.4	2888
Cyclone xTreme	2890
Cyclone xTreme Fury	2892
Cyclone xTreme Rage	2888
Cyrano 0.2f	2467
Cyrano 0.3	2507
Cyrano 0.5	2647
Cyrano 0.6b17	2703
Dabbaba 2.62	1947
Dabbaba 5.67	2072
Dabbaba 6.52	2052
Dabbaba 7.49	2024
Dabbaba 7.49o	2018
Damas 9	1738
DanaSah 2.44	2428
DanaSah 2.73	2456
DanaSah 2.85	2485
DanaSah 3.63	2485
DanaSah 4.24	2578
DanaSah 4.37	2569
DanaSah 4.45	2564
DanaSah 4.60	2609
DanaSah 4.66	2600
DanaSah 4.88	2602
DanaSah 5.00	2601
DanaSah 5.06	2585
DanaSah 5.07	2634
DanaSah 6.50	2647
DanaSah 6.80	2661
DanaSah 7.0	2662
DanaSah 7.3	2687
DanaSah 7.9	2686
DanaSah 8.3	2748
DanaSah 8.8	3175
DanaSah 9.0	3229
Danasah 9.0	3228
DanaSah 9.1	3250
Danchess	2575
Dark Toga 1.1	3198
DarkFusch 0.9	1420
DarkTemplar 0.1	1229
Darky 0.5d	1752
Daydreamer 1.5	2410
Daydreamer 1.75	2727
Daydreamer 2.0.0-pre2	2922
DChess 1.0.2	1797
Deep Fritz 10	2822
Deep Fritz 10.1	2873
Deep Fritz 11	2964
Deep Fritz 12	2965
Deep Fritz 13	3013
Deep Fritz 14	3074
Deep Junior 10	2801
Deep Junior 11.1a	2880
Deep Junior 11.2	2877
Deep Junior 12	2931
Deep Junior 12.5	2960
Deep Junior 13	2966
Deep Junior 13.3	2962
Deep Junior Yokohama	2938
Deep Shredder 10	2834
Deep Shredder 11	2890
Deep Shredder 12	2986
Deep Shredder 13	3254
Deep Sjeng 1.6	2628
Deep Sjeng 2.5	2723
Deep Sjeng 2.7	2771
Deep Sjeng 3.0	2882
Deep Sjeng 3.6 a16	3496
Deep Sjeng 3.6 a30	3516
Deep Sjeng c't 2010	2982
Deep Sjeng WC2008	2888
Deepov 0.4.1	1995
DeepSaros 2.3j	3106
DeepSaros 3.0	3082
DeepSaros 3.1a	2987
DeepSaros 3.3b	3105
DeepSaros 4.1.3c	3093
DeepSaros 4.1.6	3106
Defenchess 1.0	2887
Defenchess 1.1e	3077
Defenchess 1.1f	3051
Defenchess 2.0	3216
Defenchess 2.1	3200
Defenchess 2.2	3221
Defenchess 2.3	3261
Delfi 4.6	2636
Delfi 5.0	2636
Delfi 5.1	2678
Delfi 5.2	2669
Delfi 5.4	2746
Delimiter 0.1.1	1157
Delocto 0.6	2654
Delocto 0.61n	2836
Delocto 200419	2775
Delphil 1.6c	2477
Delphil 1.8	2482
Delphil 1.9c	2492
Delphil 1.9f	2456
Delphil 1.9g	2512
Delphil 2.3	2504
Delphil 2.6a	2491
Delphil 2.6b	2511
Delphil 2.6c	2504
Delphil 2.7	2518
Delphil 2.8	2536
Delphil 2.9a	2550
Delphil 2.9f	2538
Delphil 2.9g	2495
Delphil 3.0	2524
Delphil 3.1	2540
Delphil 3.2	2535
DelphiMAX 2.9	2134
Demolito 2017-06-18	2908
Demolito 2017-08-26	2935
Demolito 2018-03-01	2973
Demolito 2018-10-29	3034
Demolito 2019-04-27	3036
Demolito 2019-05-05	3092
Demolito 2019-07-15	3082
Demolito 2019-10-08	3086
Demolito 2020-01-11	3149
Demolito 2020-02-08	3114
Demolito 2020-03-30	3134
Demolito 2020-04-10	3120
Demolito 2020-05-14	3128
Demolito 2020-10-10	3143
Demolito 2021-04-03	3159
Demolito 2021-07-09	3137
Demolito 2021-10-04	3153
Der Bringer 1.9	2457
Detroid 0.9.0	2172
Detroid 1.0.1	2616
Deuterium 06.07.24.61b	2277
Deuterium 06.07.24.62b	2247
Deuterium 06.07.24.63b	2264
Deuterium 06.07.24.68b	2309
Deuterium 06.07.24.71b	2221
Deuterium 06.08.25.04	2305
Deuterium 09.01.26.492	2638
Deuterium 10.01.27.213	2680
Deuterium 11.01.28.159	2690
Deuterium 11.02.29.107	2710
Deuterium 12.01.30.1070	2740
Deuterium 13.1.31.113	2772
Deuterium 14.1.32.119	2864
Deuterium 14.2.33.276	2888
Deuterium 14.3.34.130	2923
Deuterium 2018.1.35.514	2963
Deuterium 2019.1.36.50	3012
Deuterium 2019.2.37.73	3033
Devel 1.8090	2754
Devel 2.0000	2767
Devel 3.0.0a	2814
Devel 3.2.9	2808
Devel 3.8.4	2845
Devel 4.0.2.3	2827
Devre 1.0	2981
Devre 2.0	3103
Devre 3.0	3278
Devre 4.0	3380
Devre 5.0	3366
Devre 6.0	3495
Diablo 0.5.1	2471
Dika 0.4209	1173
Dimitri 3.61	2362
Dimitri 3.81	2389
Dimitri 3.93	2438
Dimitri 350a	2404
Dimitri 4.00	2547
Dimitri 4.77	2562
Dimitri 4.90	2623
Dimitri 4.99	2642
Dimitri 5.2.3	2599
Dirty 0.99 OW5	2446
Dirty 0.99n	2406
Dirty 0.99z	2435
Dirty 05Sep2012	2800
Dirty 10Apr2015	2855
Dirty 11D-27	2609
Dirty 14M-22	2536
Dirty 20Apr2013	2812
Dirty 23Mar2012	2750
Dirty 24Apr2011	2694
Dirty 25Aug2011	2730
Dirty 30Apr2017	2903
Dirty 3Nov2015	2897
Dirty 6J-22	2596
Dirty ACCA3	2453
Dirty ACCA4	2615
Dirty Catpaw	3037
Dirty CUCUMBER	2964
Dirty Duna	3004
DisasterArea 1.54	2865
DisasterArea 1.65	2904
DiscoCheck 1.4	2265
DiscoCheck 3.5.1	2714
DiscoCheck 3.7.1	2791
DiscoCheck 4.0.3	2768
DiscoCheck 4.1	2786
DiscoCheck 4.3	2817
DiscoCheck 5.0.1	2859
DiscoCheck 5.1	2891
DiscoCheck 5.2	2941
DiscoCheck 5.2.1	2941
Djinn 0.925x	2459
Djinn 0.969	2565
Djinn 0.979	2607
Djinn 0.987	2661
Djinn 0.992	2652
Djinn 1.006	2704
Djinn 1.008	2670
Djinn 1.010	2705
Djinn 1.021	2728
Doch 09.980	2886
Doch 1.2	2913
Doch 1.3.4	2932
Doctor 3.0	2363
DoctorB 1.0.1	1496
DoctorB 1.2.1	1641
Dog 2.6c	2530
Dog 2.8	2540
Dog 3.0	2918
Dog 3.1c	2981
Dog 3.4	2999
Dog 4.10	3181
Dog 4.10.1	3202
Dog 4.10.2	3218
Dolphin 1.0	2242
Donna 1.0	2433
Donna 2.0	2627
Donna 2.1	2601
Donna 3.0	2641
Donna 3.1	2651
Donna 4.0	2687
Donna 4.1	2767
Dorky 3.48	2331
Dorky 4.0	2512
Dorky 4.3	2526
Dorky 4.5	2570
Dorky 4.6	2540
Dorky 4.8	2628
Dorpsgek Ambrosia 3	1799
Dorpsgek Cosmopolitan 1	2284
Dorpsgek Cosmopolitan 2	2269
Dorpsgek Dillinger	2299
Dorpsgek Eve's Temptation	2323
DoubleCheck 1.0	1970
DoubleCheck 1.3.1	2208
DoubleCheck 2.1	2212
DoubleCheck 2.3.1	2313
DoubleCheck 2.5.4	2460
DoubleCheck 3.1	2553
Dragon	3561
Dragon 1.0	3579
Dragon 2	3552
Dragon 2.0	3562
Dragon 2.5	3604
Dragon 2.6	3614
Dragon 3	3537
Dragon 3.1	3622
Dragon 3.2	3630
Dragon 3.3	3635
Dragon 4.6	2493
Dragontooth 0.2 Bahamut	1443
Dreamer	1200
Dreamer 0.3.0	1698
Drofa 1.0.0	2170
Drofa 1.3.1	2519
Drofa 2.0.0	2527
Drofa 2.1.0	2635
Drofa 2.2.0	2683
Drofa 3.0.0	2931
Drofa 3.1.0	3018
Drofa 3.2.0	3087
Drofa 3.3.0	3165
Drofa 3.3.22	3222
Drofa 4.0.0	3219
Drofa 4.1.0	3251
Drosophila 1.4	2341
Drosophila 1.5.1	2546
Drosophila 1.6	2729
Dumb 1.11	2785
Dumb 1.2	2352
Dumb 1.3	2383
Dumb 1.4	2443
Dumb 1.5	2649
Dumb 1.6	2653
Dumb 1.8	2739
Dumb 1.9	2774
Dumb 2.0	2816
Dumb 2.1	2876
Dumb 2.3	2875
E.T. Chess 13.01.08	2691
E.T. Chess 18.11.05	2579
Eagle 0.7.5	2033
EasyPeasy 1.0	970
Ecce 1.0	2140
ECE 0.3	2018
ECE 1.1	2141
ECE 11.01	2297
ECE 12.01	2394
ECE 19.6.6.1	2764
ECE 19.6.6.3	2757
ECE 20.1	2749
ECE X	2579
ECE X2	2559
ECE X3	2703
ECE X3.5	2716
Echekinator 1.0	2305
Eden 0.0.13	1569
Eeyore 1.48	2388
Eeyore 1.50	2427
Eeyore 1.52	2507
Eggnog	2664
Eggnog 4.0	2495
Eggnog 5	2243
Eggnog 5.0	2308
Eggnog 6	2551
Eia 0.2	1922
Eia 0.3	2060
Eidolon 1.0.0	2995
Eleanor 1.0	2837
Eleanor 2.0	3316
Eleanor 3.0	3423
Elektro 1.2	3093
Elephant 1.06	2098
Elf 1.3.0	1873
Elixir 1.0	2868
Elixir 2.0	3001
Elixir 3.0	3511
Embla 0.9.2	1689
Embla 0.9.3	1669
Embla 0.9.5	1778
Embla 0.9.9	2041
Embla 1.0.1	2126
Embla 1.0.2	2172
Embla 1.0.3	2240
Embla 2.0.0	2207
Embla 2.0.1	2178
Embla 2.0.5	2188
Embla 2.0.7	2281
Embracer 1.12	1924
Emerald 0.1.1	1626
Emerald 0.2.0	1761
Emerald 0.3.0	1961
Emerald 0.4.0	2509
Endamat 20210217	1564
Endamat 20220217	1639
EnginMax 5.24	2566
Enigma 1.1.4	1912
EnkoChess 190817	1840
EnkoChess 2017.08.19	1875
EnkoChess 2017.09.01	1852
EnkoChess 290818	1815
Enxadrista 1.01	1384
Eques 1.0.0	1930
Equinox 3.20	3152
Equinox 3.30	3161
Equisetum 1.0	3485
Esc 1.16	2372
Ethereal 10.00	3150
Ethereal 10.55	3241
Ethereal 11.00	3285
Ethereal 11.12	3262
Ethereal 11.25	3266
Ethereal 11.50	3299
Ethereal 11.53	3272
Ethereal 11.75	3297
Ethereal 12.00	3324
Ethereal 12.25	3312
Ethereal 12.50	3340
Ethereal 12.62	3369
Ethereal 12.75	3368
Ethereal 13	3415
Ethereal 13.00	3427
Ethereal 13.07	3336
Ethereal 13.25	3450
Ethereal 13.50	3475
Ethereal 13.75	3501
Ethereal 14.00	3563
Ethereal 14.25	3597
Ethereal 7.33	2276
Ethereal 7.60	2527
Ethereal 7.70	2572
Ethereal 7.78	2648
Ethereal 8.00	2673
Ethereal 8.02	2703
Ethereal 8.05	2662
Ethereal 8.12	2665
Ethereal 8.13	2665
Ethereal 8.16	2683
Ethereal 8.19	2743
Ethereal 8.28	2803
Ethereal 8.37	2867
Ethereal 8.61	2897
Ethereal 8.62	2909
Ethereal 8.81	2966
Ethereal 9.00	3021
Ethereal 9.30	3056
Ethereal 9.65	3089
Etude 0.1.2	2072
Eubos 1.0.2	1411
Eubos 1.0.6	1596
Eubos 1.0.8	1609
Eubos 1.1.0	1534
Eubos 1.1.2	1614
Eubos 1.1.6	1672
Eubos 2.0	1777
Eubos 2.10	2204
Eubos 2.11	2176
Eubos 2.12	2223
Eubos 2.15	2323
Eubos 2.17	2321
Eubos 2.2	1937
Eubos 2.20	2396
Eubos 2.23	2450
Eubos 2.25	2446
Eubos 2.4	1966
Eubos 2.6	2008
Eubos 3.0.0	2508
Eubos 3.3	2485
Eubos 3.5	2543
Eubos 3.6	2519
Eubos 3.7	2555
Eubos 3.8.1	2562
Eubos 3.9	2587
Eubos 4.0	2638
Eubos 4.1	2632
Eubos 4.2	2707
Eubos 4.3	2713
Euwe 1.2.1	2507
Euwe 1.3.0	2471
Euwe 2.0.0	2698
Euwe 2.1.0	2908
EveAnn 1.62	2286
EveAnn 1.63	2278
EveAnn 1.64	2327
EveAnn 1.66	2335
EveAnn 1.67	2400
EveAnn 1.70	2399
EveAnn 1.71	2426
EveAnn 1.71a	2402
EveAnn 1.72	2409
EveAnn 1.73	2446
EveAnn 2.1	3041
EveAnn 2.2	2983
EveAnn 3.0	3095
EveAnn 3.1	3133
EveAnn 3.2	3157
EveAnn 3.4	3183
EveAnn 3.5	3205
EveAnn 3.6	3228
EveAnn 3.7	3217
EveAnn 4.0	3267
Exacto 0.d	1658
Exacto 0.e	2334
EXchess 4.03	2316
EXchess 5.01b	2346
EXchess 5.04b	2284
EXchess 6.02b	2429
EXchess 6.10b	2585
EXchess 6.50b	2740
EXchess 6.71b	2731
EXchess 7.01b	2750
EXchess 7.03b	2767
EXchess 7.11b	2807
EXchess 7.18b	2819
EXchess 7.26b	2821
EXchess 7.31b	2829
EXchess 7.51b	2891
EXchess 7.71b	2902
EXchess 7.88b	2913
EXchess 7.92b	2906
EXchess 7.97b	2948
Expositor 2BR17	3275
Expositor 2WN29	3194
Expositor 2WQ23	3123
Expositor 4WR02	3337
FabChess 1.11	2677
FabChess 1.12	2839
FabChess 1.12.8	2817
FabChess 1.13	2935
FabChess 1.14	2972
FabChess 1.15	3012
FabChess 1.16	3047
FabChess 1.8	2489
FabChess 1.9	2599
FabChess 1.9.1	2581
Facon 1.0	1567
Facon 1.2	1971
Faile 1.4.4	2102
Fairy-Max 5.0b	2015
Fairy-Max 5.0b3	2040
Fat Fritz	3512
Fat Fritz 2	3623
Fat Fritz Junior	3076
Fatalii 0.1.1	1435
Fatalii 0.10.0	2800
Fatalii 0.2.0	1844
Fatalii 0.3.0	1995
Fatalii 0.4.0	2182
Fatalii 0.5.0	2369
Fatalii 0.6.0	2459
Fatalii 0.7.0	2507
Fatalii 0.8.0	2620
Fatalii 0.9.0	2699
FAUCE 0.41c	1925
feeks 2018-01-31 LM	1236
Feuerstein 0.4.4.2	2062
Feuerstein 0.4.6.1	2303
Fimbulwinter 5.00	1507
Fire 10	3525
Fire 1072022	3390
Fire 3.0	3133
Fire 4	3202
Fire 5	3247
Fire 6.1	3231
Fire 7.1	3290
Fire 8	3390
Fire 8.1	3390
Fire 8.2	3394
Fire 8.3	3395
Fire 8.N Raptor	3472
Fire 8.NN	3507
Fire 9	3436
Fire 9.2	3488
Fire 9.3	3534
FireFly 2.1.3	2082
FireFly 2.5.10	2276
FireFly 2.5.12	2309
FireFly 2.5.13	2289
FireFly 2.5.4	2162
FireFly 2.5.6	2181
FireFly 2.5.8	2246
FireFly 2.6.0	2295
FireFly 2.7.0	2338
FireFly 2.7.2	2377
Fischerle 0.9.30b	2208
Fischerle 0.9.50	2310
Fischerle 0.9.60	2336
Fischerle 0.9.65	2363
Fischerle 0.9.70	2370
Fischerle 0.9.80	2374
Fizbo 1.1	2836
Fizbo 1.2	2882
Fizbo 1.31	2944
Fizbo 1.4	2941
Fizbo 1.5	2996
Fizbo 1.6	3034
Fizbo 1.7	3120
Fizbo 1.8	3167
Fizbo 1.9	3204
Fizbo 2	3220
FKTB 0.0.76	2357
Floyd 0.6	2203
Floyd 0.7	2360
Floyd 0.8	2519
Floyd 0.9	2672
Flux 2.2.1	2486
Fornax 1-2	2385
Fornax 3.0	2432
Fornax 4.0	2564
Fortress 1.62	2253
FoxChess 1.0	2784
FoxSEE 0.1.9	1844
FoxSEE 0.2.3	1874
FoxSEE 2.12.0	2149
FoxSEE 3.2.1	2246
FoxSEE 3.3.3	2262
FoxSEE 3.3.4	2252
FoxSEE 5.0.0	2390
FoxSEE 5.0.1	2419
FoxSEE 5.1.2	2375
FoxSEE 5.3	2404
FoxSEE 6.3.1	2329
FoxSEE 7.20.1	2477
FoxSEE 7.21.0	2522
FoxSEE 7.32.1	2557
FoxSEE 7.35.0	2540
FoxSEE 8.2	2573
FracTal 1.0	1780
Francesca MAD 0.13	2478
Francesca MAD 0.15	2590
Francesca MAD 0.16	2584
Francesca MAD 0.18	2636
Francesca MAD 0.19	2637
Francesca MAD 0.20	2679
Francesca MAD 0.21	2743
Francesca MAD 0.22	2768
Francesca MAD 0.23	2811
Francesca MAD 0.24	2811
Francesca MAD 0.25	2854
Francesca MAD 0.26	2877
Francesca MAD 0.27	2914
Francesca MAD 0.28	2941
Francesca MAD 0.29	2950
Francesca MAD 0.30	2963
Francesca MAD 0.30a	2970
Francesca MAD 0.31	2972
Francesca MAD 0.31a	2987
Francesca MAD 0.32	2981
Frank 0.58	1306
FrankWalter 1.08	2117
FrankWalter 2.2.3	2472
FrankWalter 2.2.6	2461
FrankWalter 2.2.8	2531
FrankWalter 2.3.3	2514
FrankWalter 2.3.4	2538
FrankWalter 2.3.5	2568
FrankWalter 2.4.0	2605
Franky 1.0	2069
FrankyGo 1.0.0	2158
FrankyGo 1.0.2	2192
Freda 0.99	2060
Freda 1.0	2271
Freda 1.1	2359
FreeChessII 2.17	2020
Frenzee 1.1	2578
Frenzee 148	2455
Frenzee 2.0	2614
Frenzee 3.0	2642
Frenzee 3.5.19	2817
Frenzee Dec07	2714
Frenzee Feb08	2746
Frenzee PSW	2651
Freyr 1.068	2148
Freyr 1.070	2066
Fridolin 2.00	2601
Fridolin 3.00	2746
Fridolin 3.10	2742
Fridolin 4.00	2816
Fritz 10	2843
Fritz 11	2912
Fritz 12	2956
Fritz 13	2996
Fritz 15	3145
Fritz 16	3147
Fritz 17	3212
Fritz 18	3297
Fritz 18 Neuronal	3326
Fritz 20	3589
Fritz 4.01	2583
Fritz 5.32	2608
Fritz 6 Light	2602
Fritz 8	2743
Fritz 8 Bilbao	2760
Fritz 9	2802
Frolic 1.9	2564
Frozenight 1.0.1	2518
Frozenight 2.0.0	2678
Frozenight 2.1.0	2746
Frozenight 3.0.0	2919
Frozenight 4.0.0	3028
Frozenight 5.0.0	3073
Frozenight 5.1.0	3089
Frozenight 6.0.0	3323
Fruit 05/11/03	2837
Fruit 2.1	2743
Fruit 2.2.1	2805
Fruit 2.3	2847
Fruit 2.3.1	2844
Fruit Reloaded 15th ann.	2947
Fruit Reloaded 3.2.1	2883
Gaia 3.5	2498
Gaia 4.1.3	3560
Galjoen 0.32	2105
Galjoen 0.33	2073
Galjoen 0.34	2115
Galjoen 0.35.2	2173
Galjoen 0.36	2223
Galjoen 0.37.2	2279
Galjoen 0.38	2406
Galjoen 0.39	2470
Galjoen 0.40	2645
Galjoen 0.41.2	2580
Gandalf 4.32h	2629
Gandalf 6	2687
Gandalf 7	2721
GarboChess 0.21	2290
GarboChess 2.10	2656
GarboChess 2.20	2662
GarboChess 3.0	2637
Gargamella 0.5.0	1837
Gaviota 0.74.41	2530
Gaviota 0.75.7	2503
Gaviota 0.80	2597
Gaviota 0.83	2673
Gaviota 0.84	2721
Gaviota 0.85.1	2763
Gaviota 0.86	2845
Gaviota 1.0	2913
GC-Engine 1.2	1392
GChess IV 0.2.0	1906
GearHeart 0.16	1934
Gedeone 1620	1652
Genesis 2.0	2277
Genesis 2.01b	2265
Gerbil 0.2	2164
Ghost 0.14	2213
Ghost 2.0.1	2443
Ghost 2.0.2	2557
Ghost 3	2606
Ghost 3.1	2599
Gibbon 2.01b	2138
Gibbon 2.42c	2302
Gibbon 2.52a	2307
Gibbon 2.57a	2374
Gibbon 2.60a	2424
Gibbon 2.69a	2397
Ginkgo 5.40	3606
Ginkgo Santiago 1.0	3558
Ginkgo Valencia 1.01	3466
Ginkgo Vienna	3432
Giraffe 20150828	2452
Giraffe 20150908	2519
Giraffe 20161023	2464
GIUChess 1.0 beta2	1267
GK 0.90	2227
Gladiator 0.0.7	1555
Glass 0.1.0c	2279
Glass 1.2	2360
Glass 1.3	2440
Glass 1.5	2442
Glass 1.6	2524
Glass 1.7	2613
Glass 1.8	2612
Glass 1.9	2662
Glass 2.0	2675
Glaurung 080420	2822
